id,data
D:\mouser\mouser_devkit\FSP201-EVAL-DEVKIT,"{'name': 'FSP Development Kit', 'manufacturer': 'CEVA Inc', 'form_factor': 'Development Kit', 'processor': '6-axis IMU processor', 'core_count': 'Not available', 'processor_tdp': 'Not available', 'memory': 'Not available', 'io': 'ICSHTP, UARTRVC, UARTSHTP', 'operating_system': 'Windows application (Freespace MotionStudio 2)', 'environmentals': 'Not available', 'certifications': 'Not available', 'short_summary': 'FSP Development Kit by CEVA Inc for quick and easy development and prototyping.', 'full_summary': 'The FSP Development Kit by CEVA Inc includes a shield known as the FSP target device Development Board designed for quick and easy development and prototyping. It connects to an STMFRE Nucleo bridge board developed and sold by STMicroelectronics. The kit facilitates customer integration with various interfaces and includes software for communication and sensor control.', 'full_product_description': 'The FSP Development Kit by CEVA Inc is designed for quick and easy development and prototyping. It includes a shield known as the FSP target device Development Board, which connects to an STMFRE Nucleo bridge board developed and sold by STMicroelectronics. The kit supports multiple interfaces including ICSHTP, UARTRVC, and UARTSHTP. It comes with preprogrammed software that allows communication with the FSP and includes the Freespace MotionStudio Windows application for control and configuration. The kit is intended for software and hardware engineers integrating and evaluating the FSP. The software package includes drivers and example code for easy integration and development.'}"
IB110F,"{'name': 'RISC Single Board Computer', 'manufacturer': 'IBASE', 'form_factor': 'SBC 100mm x 72mm', 'processor': 'Freescale ARM Cortex-A9', 'core_count': 'Quad-core', 'processor_tdp': 'Not available', 'memory': '1GB DDR3', 'io': 'USB, SD, MicroSD, COM ports, Mini PCIe, HDMI, GPIO, SATA, VGA, LVDS', 'operating_system': 'Ubuntu, Linux kernel, Android, Windows CE', 'environmentals': 'Operating Temperature: 0°C to 60°C (32°F to 140°F)', 'certifications': 'Not available', 'short_summary': 'Freescale ARM Cortex-A9 based RISC Single Board Computer with rich I/O and expansion capabilities.', 'full_summary': 'The RISC Single Board Computer by IBASE features a Freescale ARM Cortex-A9 processor, 1GB DDR3 memory, and supports various I/O interfaces including USB, SD, MicroSD, COM ports, Mini PCIe, HDMI, GPIO, SATA, and VGA. It is compatible with multiple operating systems such as Ubuntu, Linux kernel, Android, and Windows CE. The board is designed for both consumer and industrial-grade applications with an operating temperature range of 0°C to 60°C.', 'full_product_description': 'The IBASE RISC Single Board Computer is powered by a Freescale ARM Cortex-A9 processor and comes with 1GB DDR3 memory. It supports a wide range of I/O interfaces including USB, SD, MicroSD, COM ports, Mini PCIe, HDMI, GPIO, SATA, and VGA. The board is designed to operate in temperatures ranging from 0°C to 60°C, making it suitable for both consumer and industrial applications. It is compatible with various operating systems such as Ubuntu, Linux kernel, Android, and Windows CE. The board also features a watchdog timer and digital I/O for enhanced reliability and functionality.'}"
VL-EPM-19EBK,"{'name': 'Fox PCPlus Single Board Computer', 'manufacturer': 'VersaLogic', 'form_factor': 'PC standard 96 mm x 90 mm', 'processor': 'DMP VortexDX 32-bit', 'core_count': 'Not available', 'processor_tdp': 'Not available', 'memory': 'Up to 1 GB DDR2 soldered-on memory', 'io': 'Dual Ethernet, VGA, LVDS, Mini PCIe, mSATA socket, USB ports, Serial IO (RS-232, RS-485), SATA port, MicroSD card socket', 'operating_system': 'Windows, Windows Embedded, Linux', 'environmentals': 'Operating Temperature: -40°C to +85°C, Storage Temperature: -40°C to +85°C, Altitude: Operating up to 80,000 ft, Storage up to 80,000 ft, Humidity: Less than 95% non-condensing, Vibration: MIL-STD-202G, Mechanical Shock: MIL-STD-202G', 'certifications': 'MIL-STD-202G', 'short_summary': 'The Fox PCPlus Single Board Computer is a low-power, rugged embedded computer designed for industrial applications, featuring a DMP VortexDX processor, multiple IO interfaces, and support for extreme environmental conditions.', 'full_summary': 'The Fox PCPlus Single Board Computer by VersaLogic is a low-power embedded computer designed around the PCPlus standard. It is powered by a DMP VortexDX processor and typically uses less than 5W of power. The board includes several IO interfaces, multiple expansion buses, and thermal management options, providing system designers with flexibility and low overall system cost. The Fox is designed with no moving parts, soldered-on RAM, and is tested to withstand extreme temperatures and high-impact vibration, making it ideal for applications requiring moderate performance, low power draw, high quality, and long product life. It is backed by a five-year warranty and a five-year off-the-shelf availability guarantee.', 'full_product_description': 'The Fox PCPlus Single Board Computer by VersaLogic is a robust and versatile embedded computer designed for industrial applications. It features a DMP VortexDX 32-bit processor, up to 1 GB of soldered-on DDR2 memory, and a variety of IO interfaces including dual Ethernet, VGA, LVDS, Mini PCIe, mSATA socket, USB ports, Serial IO (RS-232, RS-485), SATA port, and a MicroSD card socket. The board supports a wide range of operating systems including Windows, Windows Embedded, and Linux. It is built to withstand harsh environmental conditions with an operating temperature range of -40°C to +85°C, storage temperature range of -40°C to +85°C, and is qualified for high shock and vibration environments per MIL-STD-202G. The Fox is designed for fanless operation and low power draw, making it suitable for applications that require reliability and longevity. Customization options are available for specific requirements, including conformal coating, custom cabling, connector and IO changes, custom testing, and more. The product is backed by a five-year warranty and a five-year off-the-shelf availability guarantee, ensuring long-term support and reliability.'}"
FLDSC-ASY-02-XNX,
FLD-NAO-FS-01,"{'name': 'Floyd Carrier Board', 'manufacturer': 'Diamond Systems', 'form_factor': '100 x 87 x 29 mm', 'processor': 'NVIDIA Jetson Nano/Xavier NX/TX2 NX', 'core_count': 'Not available', 'processor_tdp': 'Not available', 'memory': 'Not available', 'io': 'Gigabit Ethernet, HDMI, USB, GPIO, Serial Ports, CAN, Mini PCIe, M.2 PCIe x4, NVMe', 'operating_system': 'Linux BSP based on Nvidia Jetpack', 'environmentals': 'Operating temperature: -25°C to 80°C', 'certifications': 'Not available', 'short_summary': 'The Floyd Carrier Board is a versatile carrier board for NVIDIA Jetson Nano, Xavier NX, and TX2 NX modules, offering extensive I/O options and support for various applications.', 'full_summary': 'The Floyd Carrier Board by Diamond Systems is designed to support NVIDIA Jetson Nano, Xavier NX, and TX2 NX modules. It provides a wide range of I/O interfaces including Gigabit Ethernet, HDMI, USB, GPIO, Serial Ports, CAN, Mini PCIe, and M.2 PCIe x4. The board is suitable for high-compute, low-cost solutions in various applications, with support for multiple camera inputs and extended operating temperature ranges.', 'full_product_description': 'The Floyd Carrier Board converts NVIDIA Jetson Nano, Xavier NX, and TX2 NX modules into complete embedded systems by providing interface circuitry and I/O connectors. It includes camera interfaces, power supply, and additional I/O options such as PoE Gigabit Ethernet ports, MIPI-CSI lane connectors, USB ports, MiniCard, M.2 Micro SD sockets, and more. The board supports full Linux BSP based on Nvidia Jetpack, available for free download. Floyd is available in two configurations: FLDBB with a complete suite of I/O features and FLDBB for lower-cost applications requiring less I/O. The board is designed for reliable performance in extended operating temperatures, making it suitable for a wide range of imaging and other applications.'}"
FLEX-BX200-Q370-I3slash35-R10,"{'name': 'AI Modular PC', 'manufacturer': 'Intel', 'form_factor': '2U', 'processor': 'Intel Core i3, Pentium, Xeon', 'core_count': 'up to 10-core', 'processor_tdp': '35W, 80W', 'memory': 'DDR4, up to 64GB', 'io': '4x USB 3.1 Gen1, 1x HDMI, 2x GbE LAN, 2x RS232, 1x Mic, 1x Line-out, 2x PCIe x16, 2x PCIe x4, 4x Hot-swappable HDD bays', 'operating_system': 'Not available', 'environmentals': 'Operating Temperature: 0°C to 50°C, Storage Temperature: -20°C to 70°C, Operating Humidity: 10% to 90% non-condensing', 'certifications': 'Not available', 'short_summary': 'AI Modular PC with Intel Core i3, Pentium, and Xeon processors, supporting up to 64GB DDR4 memory and various I/O interfaces.', 'full_summary': 'The AI Modular PC supports Intel Core i3, Pentium, and Xeon processors, with up to 64GB DDR4 memory. It features multiple I/O interfaces including USB 3.1, HDMI, GbE LAN, RS232, and PCIe slots. The system is designed for flexible and high-performance computing needs.', 'full_product_description': 'The AI Modular PC is a versatile and high-performance computing solution that supports Intel Core i3, Pentium, and Xeon processors. It offers up to 64GB of DDR4 memory and features a range of I/O interfaces including 4x USB 3.1 Gen1, 1x HDMI, 2x GbE LAN, 2x RS232, 1x Mic, 1x Line-out, 2x PCIe x16, 2x PCIe x4, and 4x hot-swappable HDD bays. The system is designed to operate in a wide range of environmental conditions, with an operating temperature range of 0°C to 50°C and storage temperature range of -20°C to 70°C. It is ideal for applications requiring robust and flexible computing power.'}"
FORLINX-OK6254-C+142GSE8GIB,"{'name': 'FETxxC SoM', 'manufacturer': 'Forlinx Embedded Technology', 'form_factor': 'System on Module (SoM)', 'processor': 'TI Sitara AMx series ARM Cortex-A', 'core_count': 'Single-core, Dual-core, Quad-core', 'processor_tdp': 'Not available', 'memory': '2GB/4GB DDR, 8GB eMMC', 'io': 'Gigabit Ethernet, USB, MMC/SD, Camera interface, OSPI, CAN-FD', 'operating_system': 'Linux', 'environmentals': 'Operating temperature: -40°C to 85°C', 'certifications': 'Not available', 'short_summary': 'The FETxxC SoM is a cost-efficient, advanced performance System on Module (SoM) based on TI Sitara AMx series industrial grade SoCs, ideal for a wide range of industrial applications.', 'full_summary': 'The FETxxC SoM is a cost-efficient, advanced performance System on Module (SoM) based on TI Sitara AMx series industrial grade SoCs. It features ARM Cortex-A cores with speeds up to 1.5 GHz, integrated wide array interfaces including Gigabit Ethernet, USB, MMC/SD, Camera interface, OSPI, and CAN-FD. It is ideal for designers looking for a short time-to-market solution and can be used in a wide range of industrial applications such as Human Machine Interfaces (HMI), industrial computers, edge computing, retail automation, telematics control units (TCU), reconfigurable automotive instrument clusters, and medical equipment.', 'full_product_description': 'The FETxxC SoM is a cost-efficient, advanced performance System on Module (SoM) based on TI Sitara AMx series industrial grade SoCs. It features ARM Cortex-A cores with speeds up to 1.5 GHz, integrated wide array interfaces including Gigabit Ethernet, USB, MMC/SD, Camera interface, OSPI, and CAN-FD. The SoM supports IEEE 1588 PTP (Precision Time Protocol), 2x 1000 Mbps Ethernet with TSN, RGB, LVDS, and MIPI CSI interfaces, and various audio interfaces. It also supports multiple operating systems including Linux. The module is designed for a wide range of industrial applications such as Human Machine Interfaces (HMI), industrial computers, edge computing, retail automation, telematics control units (TCU), reconfigurable automotive instrument clusters, and medical equipment. The FETxxC SoM offers a lifespan of up to 10 years, making it a reliable choice for long-term projects.'}"
FORLINX-OKT507-C+152GSE8GIA10I11,"{'name': 'FETTC SoM', 'manufacturer': 'Allwinner Technology Co., Ltd', 'form_factor': 'Dimensions: mm x mm, Package: x pin connector mm', 'processor': 'Allwinner T', 'core_count': 'Quad-core', 'processor_tdp': '2.25W', 'memory': '2 GB DDRL, 8 GB eMMC', 'io': 'UART, IIC, SPI, SDMMC/SDIO, USB x2, USB OTG x1, HDMI, Ethernet x2, Camera x2, Audio, PWM, GPADC', 'operating_system': 'Linux, Android, Ubuntu', 'environmentals': 'Industrial grade temperature width', 'certifications': 'SCR, ISO/IEC', 'short_summary': 'FETTC SoM is a system module based on Allwinner quad-core automotive grade SoC, suitable for various industrial and smart device applications.', 'full_summary': 'FETTC SoM is a system module based on Allwinner quad-core automotive grade SoC. It integrates a G GPU, 2 GB DDRL, and 8 GB eMMC onboard. It supports mainstream video and image codecs and is suitable for industrial grade, low power performance with plenty of peripherals. It supports Linux, Android, and Ubuntu, making it applicable for car electronics, power industry, medical, industrial control, and IoT smart devices.', 'full_product_description': 'FETTC SoM is a system module based on Allwinner quad-core automotive grade SoC. It belongs to the Cortex-A architecture and runs at GHz speed. It integrates a G GPU, 2 GB DDRL, and 8 GB eMMC onboard. It supports mainstream video and image codecs and forms. The module offers industrial grade, low power performance with plenty of peripherals. It supports Linux, Android, and Ubuntu, making it well applicable for car electronics, power industry, medical, industrial control, and IoT smart devices. The module includes various I/O interfaces such as UART, IIC, SPI, SDMMC/SDIO, USB, HDMI, Ethernet, and camera interfaces. It also features audio coders, PWM, GPADC, and more. The package dimensions are mm x mm with a x pin connector mm.'}"
FORLINX-OKMX9352-C+151GSE8GIB11I11,"{'name': 'FETMXC SoM', 'manufacturer': 'Forlinx Embedded Technology', 'form_factor': 'Board-to-board connector, 0.5 mm pitch, combined height 2.0 mm', 'processor': 'NXP i.MX8M', 'core_count': '2 Cortex-A cores, 1 Cortex-M core', 'processor_tdp': 'Not available', 'memory': '2 GB LPDDR4, 8 GB eMMC', 'io': 'UART, Ethernet with TSN, USB, CAN-FD, MIPI-CSI, MIPI-DSI, LVDS, GPIO, ADC, PWM, SD card slot', 'operating_system': 'Linux, Qt', 'environmentals': 'Operating temperature: -40°C to 85°C', 'certifications': 'Not available', 'short_summary': 'FETMXC SoM is a system on module designed by Forlinx, featuring NXP i.MX8M processors with dual Cortex-A cores and a Cortex-M core, suitable for various applications.', 'full_summary': ""FETMXC SoM is the world's first system on module designed by Forlinx, a gold partner of NXP, based on i.MX8M processors. It features dual Cortex-A cores, a Cortex-M core, and an NPU for deep learning acceleration. The module supports various interfaces including UART, Ethernet with TSN, USB, and CAN-FD, making it suitable for a wide range of applications."", 'full_product_description': ""The FETMXC SoM by Forlinx Embedded Technology is a high-performance system on module based on NXP's i.MX8M processors. It integrates dual Cortex-A cores running at 1.5 GHz, a Cortex-M core for real-time control, and an NPU capable of 2.3 TOPS for AI applications. The module supports a wide range of interfaces including dual Gigabit Ethernet (one with TSN), multiple USB ports, CAN-FD, MIPI-CSI, MIPI-DSI, LVDS, and GPIOs. It is designed for robust performance in various environments with an operating temperature range of -40°C to 85°C. The module is compatible with Linux and Qt operating systems and comes with comprehensive technical support including user manuals, schematics, and software tools.""}"
FORLINX-OKMX8MPQ-C+164GOE16(16G)IA10I11,"{'name': 'FETMXMPC SoM', 'manufacturer': 'Forlinx Embedded Technology', 'form_factor': 'System on Module (SoM)', 'processor': 'NXP i.MX8M Plus quad-core Cortex-A53', 'core_count': '4', 'processor_tdp': 'Not available', 'memory': '2GB/4GB/6GB LPDDR4', 'io': '2x USB, 1x PCIe, 2x Gigabit Ethernet, 2x CAN-FD, HDMI, MIPI-CSI, MIPI-DSI, LVDS, UART, SDIO, QSPI, SAI, SPDIF, PWM, JTAG', 'operating_system': 'Linux, Android', 'environmentals': 'Operating temperature: -40°C to +85°C', 'certifications': 'Not available', 'short_summary': 'FETMXMPC SoM is a system on module powered by NXP i.MX8M Plus quad-core Cortex-A53, featuring high-speed interfaces and advanced multimedia capabilities.', 'full_summary': 'The FETMXMPC SoM is a system on module powered by the NXP i.MX8M Plus quad-core Cortex-A53 processor. It features a clock speed of 1.8GHz, integrated NPU with 2.3 TOPS, and supports a variety of high-speed interfaces including USB, PCIe, Gigabit Ethernet, and CAN-FD. It is designed for applications in 5G networking, HD video processing, dual-band WiFi, and industrial automation.', 'full_product_description': 'The FETMXMPC SoM from Forlinx Embedded Technology is a high-performance system on module powered by the NXP i.MX8M Plus quad-core Cortex-A53 processor. It operates at a clock speed of 1.8GHz and includes a single-core Cortex-M7 at 800MHz. The module integrates an NPU with 2.3 TOPS, GPU for 3D graphics, and VPU for video encoding and decoding. It supports up to 6GB LPDDR4 RAM and 16GB eMMC storage. The SoM offers a wide range of interfaces including 2x USB, 1x PCIe, 2x Gigabit Ethernet with TSN, 2x CAN-FD, HDMI, MIPI-CSI, MIPI-DSI, LVDS, UART, SDIO, QSPI, SAI, SPDIF, PWM, and JTAG. It is suitable for applications in 5G networking, HD video processing, dual-band WiFi, and industrial automation, with an operating temperature range of -40°C to +85°C. The module supports Linux and Android operating systems and comes with comprehensive technical documentation and development tools.'}"
FORLINX-OK3568J-C+182GSE16GIB10C11,"{'name': 'FETC SoM', 'manufacturer': 'Forlinx Embedded Technology', 'form_factor': 'System on Module (SoM)', 'processor': 'Rockchip RK3568', 'core_count': '4', 'processor_tdp': 'Not available', 'memory': '2GB/4GB DDR4', 'io': 'USB, PCIe, SATA, Ethernet, CAN, UART, HDMI, LVDS, MIPI-DSI, RGB, eDP', 'operating_system': 'Linux, Android', 'environmentals': 'Commercial grade, Industrial grade', 'certifications': 'Not available', 'short_summary': ""FETC SoM is a system on module featuring Rockchip's RK3568 quad-core Cortex-A55 processor with integrated NPU, designed for AIoT applications."", 'full_summary': ""FETC SoM is a system on module featuring Rockchip's RK3568 quad-core Cortex-A55 processor with integrated NPU, designed for AIoT applications. It supports various high-speed interfaces, multiple display outputs, and robust environmental testing."", 'full_product_description': ""FETC SoM is a system on module (SoM) that carries Rockchip's new generation AIoT processor RK3568, a 64-bit quad-core Cortex-A55 SoC equipped with an NPU. The board runs at speeds up to 2.0 GHz while maintaining low power performance. The SoM has been approved through robust and reliable harsh ambient temperature testing, stress testing, and long-lasting running testing. It features 1.6 TOPS NPU, Mali-G52 GPU, and supports various high-speed interfaces including USB, PCIe, SATA, and Ethernet. It also supports multiple display interfaces such as HDMI, LVDS, MIPI-DSI, RGB, and eDP. The SoM is available with 2GB or 4GB DDR4 RAM and 8GB eMMC storage. It operates on Linux and Android operating systems and is suitable for both commercial and industrial grade applications.""}"
FORLINX-OKA40i-C+121GSE8GEA,"{'name': 'FETAiC SoM', 'manufacturer': 'Forlinx Embedded Technology', 'form_factor': 'Board-to-board connector, 0.8mm pitch', 'processor': 'Allwinner Cortex-A7', 'core_count': '4', 'processor_tdp': 'Not available', 'memory': '2GB DDR3, 8GB eMMC', 'io': 'Gigabit Ethernet, Fast Ethernet, USB, HDMI, LVDS, MIPI-DSI, TVIN, SDMMC/SDIO, UART, SPI, I2C, PWM, JTAG, Audio Codec', 'operating_system': 'Linux, Android', 'environmentals': 'Operating temperature: -40°C to 85°C', 'certifications': 'Not available', 'short_summary': 'FETAiC SoM is a system-on-module based on the Allwinner Cortex-A7 quad-core processor, suitable for industrial control, vision interactive products, and more.', 'full_summary': 'The FETAiC SoM from Forlinx Embedded Technology is a system-on-module featuring an Allwinner Cortex-A7 quad-core processor. It supports dual-screen displaying, various display interfaces, multiple camera inputs, and integrated audio codec. It is ideal for applications in industrial control, vision interactive products, smart terminals, and industrial IoT.', 'full_product_description': 'The FETAiC SoM by Forlinx Embedded Technology is a versatile system-on-module designed for industrial applications. It is powered by an Allwinner Cortex-A7 quad-core processor running at 1.2GHz and includes a Mali-400 MP2 GPU. The module supports dual-screen displaying, multiple camera inputs, and various display interfaces including HDMI, LVDS, and MIPI-DSI. It features 2GB DDR3 RAM, 8GB eMMC storage, and a wide range of I/O interfaces such as Gigabit Ethernet, USB, UART, SPI, I2C, and PWM. The module operates on Linux and Android OS and is suitable for industrial control, vision interactive products, smart terminals, and industrial IoT applications. The operating temperature range is -40°C to 85°C.'}"
FORLINX-OK1028A-C+152GOE16M8GIA12I21,"{'name': 'FETAC SoM', 'manufacturer': 'Variscite', 'form_factor': 'SODIMM', 'processor': 'NXP LSA', 'core_count': 'Dual-core', 'processor_tdp': 'Not available', 'memory': '4 GB DDR4', 'io': 'Gigabit Ethernet, TSN, CAN FD, USB, UART, SPI, IIC, LVDS, TF card slot, SATA, Headphone, DP support', 'operating_system': 'Ubuntu', 'environmentals': 'Working Temp: -40°C to 85°C', 'certifications': 'Not available', 'short_summary': 'FETAC SoM is a system module based on Cortex-A featuring a dual-core processor, 4 GB DDR4 RAM, and various I/O interfaces.', 'full_summary': 'FETAC SoM is a system module featuring a dual-core Cortex-A processor, 4 GB DDR4 RAM, and 8 GB eMMC. It supports Gigabit Ethernet, TSN, CAN FD, USB, UART, SPI, IIC, LVDS, TF card slot, SATA, and headphone peripherals. It is suitable for industrial applications such as routers, edge computing, and smart transportation.', 'full_product_description': 'FETAC SoM is a versatile system module based on the Cortex-A architecture, featuring a dual-core NXP LSA processor running at 1.5 GHz. It includes 4 GB DDR4 RAM and 8 GB eMMC storage. The module supports a wide range of I/O interfaces including Gigabit Ethernet with TSN, CAN FD, USB, UART, SPI, IIC, LVDS, TF card slot, and SATA. It also supports DP for 4K display output. The module is designed for industrial applications such as routers, edge computing, smart transportation, and power management. It operates on Ubuntu OS and can handle a wide temperature range from -40°C to 85°C.'}"
ARK-3520P-U7A1E,"{'name': 'Fanless Embedded Box PC', 'manufacturer': 'Advantech', 'form_factor': 'W: 280 mm x H: 69 mm x D: 190 mm', 'processor': 'Intel Core i7-6600U, Intel Core i5-6300U, Intel Core i3-6100U', 'core_count': 'Quad Core, Dual Core', 'processor_tdp': '15W', 'memory': 'DDR4 2133 MHz, Max Capacity 32GB, 2 x 260-pin SODIMM', 'io': '6 x USB 3.0 ports, 2 x USB 2.0 ports, 4 x RS-232/422/485 ports, 1 x RS-232 port, 1 x VGA, 1 x HDMI, 2 x LAN (10/100/1000 Mbps), Audio Line-out, Mic-in', 'operating_system': 'Microsoft Windows 10, Windows 8.1, Windows 7, Linux (By Project Support)', 'environmentals': 'Operating Temperature: -20°C to 60°C, Storage Temperature: -40°C to 85°C, Relative Humidity: 95% @ 40°C (non-condensing), Vibration: 3 Grms, Shock: 50G', 'certifications': 'CE, FCC Class A, CCC, BSMI, RoHS', 'short_summary': 'Fanless Embedded Box PC with Intel Core i7/i5/i3 processors, versatile I/O, and wide range power input.', 'full_summary': 'The Fanless Embedded Box PC features Intel Core i7/i5/i3 processors, triple independent display support, versatile I/O including high-speed USB and COM ports, and flexible expansion via PCI/PCIe. It supports a wide range of power inputs and is compatible with Advantech iDoor modules.', 'full_product_description': 'The Fanless Embedded Box PC is designed for industrial applications requiring high performance and reliability. It features Intel Core i7/i5/i3 processors, up to 32GB DDR4 memory, and supports triple independent displays via VGA, HDMI, and an optional third display module. The system offers versatile I/O options including 6 x USB 3.0 ports, 2 x USB 2.0 ports, 4 x RS-232/422/485 ports, and 1 x RS-232 port. It also includes dual LAN ports, audio interfaces, and expansion slots for PCI and PCIe cards. The system is housed in an aluminum chassis and supports wide range power input (9-36V DC). It is designed to operate in harsh environments with an operating temperature range of -20°C to 60°C and is compliant with CE, FCC Class A, CCC, BSMI, and RoHS standards.'}"
ARK-2250L-U3A1E,"{'name': 'Fanless Embedded Box PC', 'manufacturer': 'Advantech', 'form_factor': '96 x 52 x 132 mm', 'processor': 'Intel Core i3-6100U, Intel Core i5-6300U, Intel Core i7-6600U', 'core_count': 'Dual-Core', 'processor_tdp': 'Not available', 'memory': 'DDR4L 2133 MHz, Max Capacity 32 GB, 2 x 260-pin SODIMM', 'io': '2 x RS-232/422/485, 4 x USB 3.0, 2 x USB 2.0, 1 x VGA, 1 x HDMI, 2 x GbE LAN, 1 x Line-out, 1 x Mic-in', 'operating_system': 'Microsoft Windows 10, Windows 8.1, Windows 7, WES7, Linux', 'environmentals': 'Operating Temperature: -20°C to 60°C, Storage Temperature: -40°C to 85°C, Relative Humidity: 95% @ 40°C (non-condensing), Vibration: 3 Grms (with SSD), Shock: 50G (with SSD)', 'certifications': 'UL, CCC, BSMI, CE, FCC Class B, RoHS', 'short_summary': 'Fanless Embedded Box PC with Intel 6th Gen Core U-series processors, dual display support, and extended temperature operation.', 'full_summary': 'The Fanless Embedded Box PC features Intel 6th Gen Core U-series processors, dual display support with VGA and HDMI, and extended temperature operation. It offers multiple I/O interfaces, including RS-232/422/485, USB, and GbE LAN, and supports various operating systems including Windows and Linux.', 'full_product_description': 'The Fanless Embedded Box PC from Advantech is designed for industrial applications requiring reliable performance in harsh environments. It is powered by Intel 6th Gen Core U-series processors and supports up to 32 GB of DDR4L memory. The system includes multiple I/O interfaces such as RS-232/422/485, USB 3.0, USB 2.0, VGA, HDMI, and GbE LAN. It is capable of operating in temperatures ranging from -20°C to 60°C and can withstand vibrations and shocks. The device is certified by UL, CCC, BSMI, CE, FCC Class B, and RoHS, ensuring compliance with international standards.'}"
ARK-2232L-S6A1,"{'name': 'Fanless Embedded Box PC', 'manufacturer': 'Advantech', 'form_factor': 'W: 230 x H: 70 x D: 175 mm', 'processor': 'Intel Atom E3845 Quad Core SoC', 'core_count': '4', 'processor_tdp': 'Not available', 'memory': 'DDR3L 1333 MHz, Max Capacity 8 GB, 1 x 204-pin SODIMM', 'io': '2 x RS-232, 1 x RS-422/485, 8-bit programmable GPIO, 4 x USB 3.0, 2 x USB 2.0, 2 x GbE LAN, 1 x Line-out, 1 x Mic-in, 1 x VGA, 1 x HDMI', 'operating_system': 'Microsoft Windows 10, Windows 7, Linux', 'environmentals': 'Operating Temperature: -20°C to 60°C, Storage Temperature: -40°C to 85°C, Relative Humidity: 95% @ 40°C (non-condensing), Vibration: 3 Grms, Shock: 50G', 'certifications': 'UL, CB, CCC, BSMI, CE, FCC Class B, RoHS Compliant', 'short_summary': 'Fanless Embedded Box PC with Intel Atom E3845 Quad Core SoC, dual independent displays, and extended operating temperature range.', 'full_summary': 'The Fanless Embedded Box PC features an Intel Atom E3845 Quad Core SoC, dual independent displays (1 x HDMI, 1 x VGA), and a lockable DC jack power input. It supports a wide range of operating temperatures and offers various expansion options including Mini PCIe, SIM holder, and mSATA. The device is compatible with Advantech iDoor and MIOe modules, making it highly versatile for different applications.', 'full_product_description': 'The Fanless Embedded Box PC, manufactured by Advantech, is designed for industrial applications requiring robust performance and reliability. It is powered by an Intel Atom E3845 Quad Core SoC and supports dual independent displays via HDMI and VGA. The system includes a lockable DC jack power input and is compatible with a wide range of power modules. It supports DDR3L memory up to 8 GB and offers extensive I/O interfaces including multiple USB ports, RS-232/422/485, and GbE LAN. The device is built to withstand harsh environments with an operating temperature range of -20°C to 60°C and is certified by UL, CB, CCC, BSMI, CE, and FCC Class B. Expansion options include Mini PCIe, SIM holder, mSATA, and compatibility with Advantech iDoor and MIOe modules, making it a versatile solution for various industrial applications.'}"
ARK-1550-S6A1E,"{'name': 'Fanless Embedded Box PC', 'manufacturer': 'Advantech', 'form_factor': 'Slim Panel Mountable', 'processor': 'Intel Celeron 2980U Dual Core, Intel Core i5-4300U Dual Core', 'core_count': 'Dual Core', 'processor_tdp': '15W', 'memory': 'DDR3L 1600 MHz, Max Capacity 16GB', 'io': 'Serial Ports: 2x RS-232/422/485, USB: 4x USB 3.0, 2x USB 2.0, GPIO: 8-bit, Ethernet: 2x Intel GbE LAN, VGA, HDMI, Audio: Line-in, Line-out, Mic-in', 'operating_system': 'Microsoft Windows 7, Windows 8, Windows 10, WES7, WES8, Linux', 'environmentals': 'Operating Temperature: -20°C to 60°C with extended temperature SSD/mSATA/RAM, -20°C to 40°C with standard temperature HDD/SSD/mSATA/RAM peripherals, Storage Temperature: -40°C to 85°C, Relative Humidity: 95% @ 40°C non-condensing, Vibration: 1 Grms, Shock: 50G', 'certifications': 'CE, FCC Class A, CCC, BSMI, UL, RoHS COMPLIANT', 'short_summary': 'Fanless Embedded Box PC with Intel 4th Generation Core i5/Celeron U SoC, supporting multiple displays and various mounting options.', 'full_summary': 'The Fanless Embedded Box PC features Intel 4th Generation Core i5-4300U and Celeron 2980U processors, supporting up to 16GB DDR3L memory. It offers multiple I/O interfaces including serial ports, USB, GPIO, and Ethernet. The system supports various operating systems and is designed for harsh environments with extended temperature ranges and robust certifications.', 'full_product_description': 'The Fanless Embedded Box PC is designed for industrial applications requiring reliable performance in harsh environments. It features Intel 4th Generation Core i5-4300U and Celeron 2980U processors, dual-core with Turbo Boost technology. The system supports up to 16GB DDR3L memory and offers a variety of I/O interfaces including 2x RS-232/422/485, 4x USB 3.0, 2x USB 2.0, 8-bit GPIO, and 2x Intel GbE LAN. It supports triple independent displays via VGA, HDMI, and LVDS. The system is fanless, slim panel mountable, and offers optional VESA and DIN rail mounting kits. It is suitable for use in environments with operating temperatures ranging from -20°C to 60°C with extended temperature SSD/mSATA/RAM, and -20°C to 40°C with standard temperature HDD/SSD/mSATA/RAM peripherals. The system is compliant with CE, FCC Class A, CCC, BSMI, UL, and RoHS standards.'}"
