id,config,extracted_data,usage_data,raw_data_length
D:\mouser\mouser_devkit\ESP32-C3-DevKitM-1U,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'ESPCDevKitM', 'manufacturer': 'Espressif', 'form_factor': 'QFN', 'evaluation_or_commercialization': True, 'processor_architecture': 'RISC-V', 'processor_core_count': 'Single-core', 'processor_manufacturer': 'Espressif', 'processor_tdp': 'Not Available', 'memory': '400 KB internal RAM', 'onboard_storage': '4 MB flash', 'input_voltage': '5V via MicroUSB or 5V/3.3V via pin headers', 'io_count': ['GPIO', 'ADC', 'FSPI', 'UART', 'RGB LED'], 'wireless': ['Wi-Fi', 'Bluetooth LE'], 'operating_system_bsp': 'ESP-IDF', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'short_summary': 'Entry-level development board based on ESPCMINI module with Wi-Fi and Bluetooth LE.', 'full_summary': 'The ESPCDevKitM is an entry-level development board based on the ESPCMINI module, offering complete Wi-Fi and Bluetooth LE functionalities. It features multiple GPIO pins, ADC, FSPI, UART, and an RGB LED for versatile development.', 'full_product_description': 'The ESPCDevKitM is an entry-level development board based on the ESPCMINI module, designed for easy interfacing with peripherals via pin headers. It integrates complete Wi-Fi and Bluetooth LE functionalities and includes multiple GPIO pins, ADC, FSPI, UART, and an RGB LED. The board can be powered via MicroUSB or pin headers, making it versatile for various development needs.', 'target_applications': ['IoT Development', 'Prototyping', 'Embedded Systems', 'Wireless Communication']}","{'generate_missing_features': [{'input_tokens': 4092, 'output_tokens': 286, 'time_taken': 16.468894958496094}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 46.06471085548401}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.2902987003326416}], 'extract_features': [{'input_tokens': 1613, 'output_tokens': 728, 'time_taken': 29.70812225341797}]}",4173
TREK-572-LWB7B0E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'TREK', 'manufacturer': 'ADVANTECH', 'form_factor': 'Compact In-Vehicle Computing Box', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '1', 'processor_manufacturer': 'Intel', 'processor_tdp': '8 watts', 'memory': '2 GB DDR3L SODIMM 1333 MHz non-ECC', 'onboard_storage': '64 GB mSATA', 'input_voltage': '9-36 VDC', 'io_count': ['2 x CAN bus', '1 x RS-232', '2 x USB 2.0 Type A', '1 x Giga LAN', '1 x Line-Out', '1 x Mic-In'], 'wireless': ['WLAN IEEE 802.11 a/b/g/n', 'Bluetooth V4.0', 'WWAN 4G LTE'], 'operating_system_bsp': ['WES7', 'WES8', 'Windows 10 IoT LTSB', 'Linux Ubuntu 14.04 Lite 64-bit', 'Intel IDP 3.1 Moon Island'], 'operating_temperature_max': '70°C', 'operating_temperature_min': '-30°C', 'certifications': ['MIL-STD-810G', 'SAE J1455', 'ISO 7637-2', 'CE', 'FCC Class B', 'UL/cUL', 'CB'], 'short_summary': 'TREK is a compact, economical in-vehicle computing box powered by Intel Atom E3815 SOC, ideal for fleet management applications.', 'full_summary': 'TREK is a compact, economical in-vehicle computing box powered by Intel Atom E3815 SOC. It pairs with TREK in-vehicle smart displays via a single-cable connection, aimed at fleet management applications. It features wide operating temperature, MIL-STD-810G certification, shock and vibration resistance, and intelligent vehicle power management.', 'full_product_description': ""TREK is a compact, economical in-vehicle computing box powered by Intel Atom E3815 SOC. It pairs with TREK in-vehicle smart displays via a single-cable connection, aimed at fleet management applications. TREK's wide operating temperature range and MIL-STD-810G certification ensure it can withstand harsh environments. The inclusion of an intelligent vehicle power management (VPM) chip protects against transient voltage and supports programmable functions like ignition on/off delay and low battery monitoring. TREK also features various I/O for integrating CAN bus devices and peripherals, including a tire pressure monitoring system. The dual CAN bus ports support diverse protocols like J1939 and OBDII/ISO, facilitating vehicle diagnostics and driver behavior management. Built-in wireless communication technologies (WLAN, WWAN, Bluetooth) enable vehicle tracking, real-time data transmissions, and centralized control."", 'target_applications': ['Fleet Management', 'Vehicle Diagnostics', 'Driver Behavior Management', 'Real-time Data Transmission', 'Vehicle Tracking']}","{'generate_missing_features': [{'input_tokens': 4563, 'output_tokens': 26, 'time_taken': 3.0359034538269043}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 42.567415952682495}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.0727488994598389}], 'extract_features': [{'input_tokens': 1619, 'output_tokens': 1020, 'time_taken': 9.854120969772339}]}",4556
IMBA-Q370-R10,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'IMBA-Q470', 'manufacturer': 'IEI', 'form_factor': 'ATX', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Up to 10 cores', 'processor_manufacturer': 'Intel', 'processor_tdp': 'Not Available', 'memory': 'Four 288-pin 2933 MHz Dual-Channel DDR4 SDRAM Unbuffered DIMMs supported up to 128GB', 'onboard_storage': '1 x M.2 M Key (2240/2280) with PCIe x4', 'input_voltage': 'ATX/AT power supply', 'io_count': ['6 x USB 3.2 Gen 1 (5Gbps)', '6 x RS-232', '2 x USB 3.2 Gen 2 (10Gbps)', '1 x PS/2 KB/MS', '1 x DisplayPort', '1 x HDMI', '1 x VGA', '2 x LAN', '1 x Audio Jack (Line-in, Line-out, Mic-in)', '1 x Analog audio', '1 x Front Panel', '1 x Power LED', '1 x HDD LED', '1 x Speaker', '1 x Reset Button', '1 x LAN LED', '1 x PCIe x16', '1 x PCIe x4', '1 x PCIe x1', '1 x M.2 M Key', '1 x M.2 A Key', '1 x TPM', '1 x CPU fan connector', '1 x System fan connector', '1 x Chassis intrusion'], 'wireless': 'Support M.2 A key for WLAN expansion', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': ['CE', 'FCC'], 'short_summary': 'IMBA-Q470 is an ATX motherboard supporting 10th Generation Intel Core i3/i5/i7, Celeron, and Pentium processors with dual GbE LAN, multiple USB ports, and triple independent displays.', 'full_summary': 'The IMBA-Q470 is an industrial ATX motherboard designed for high performance and reliability. It supports 10th Generation Intel Core i3/i5/i7, Celeron, and Pentium processors, offering dual-channel DDR4 memory up to 128GB, dual GbE LAN, multiple USB ports, and triple independent displays. It is ideal for industrial applications requiring robust computing power and extensive connectivity options.', 'full_product_description': 'The IMBA-Q470 is an industrial-grade ATX motherboard featuring support for 10th Generation Intel Core i3/i5/i7, Celeron, and Pentium processors. It includes four 288-pin 2933 MHz Dual-Channel DDR4 SDRAM slots supporting up to 128GB of memory. The motherboard offers extensive connectivity options including dual GbE LAN, six USB 3.2 Gen 1 ports, two USB 3.2 Gen 2 ports, six RS-232 ports, and multiple display outputs (VGA, HDMI, DisplayPort). It also supports various expansion options with PCIe x16, PCIe x4, PCIe x1, and M.2 slots. The IMBA-Q470 is CE and FCC compliant, making it suitable for a wide range of industrial applications.', 'target_applications': ['Industrial Automation', 'Digital Signage', 'Medical Equipment', 'Surveillance Systems']}","{'generate_missing_features': [{'input_tokens': 4563, 'output_tokens': 160, 'time_taken': 2.936426877975464}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 39.11332297325134}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.1422030925750732}], 'extract_features': [{'input_tokens': 1449, 'output_tokens': 1094, 'time_taken': 10.312156200408936}]}",3144
ESP8266-DEVKITC-02U-F,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'ESPWROOMD', 'manufacturer': 'ESPRESSIF', 'form_factor': 'Not Available', 'evaluation_or_commercialization': 'False', 'processor_architecture': 'TENSILICA LX6', 'processor_core_count': '1', 'processor_manufacturer': 'TENSILICA', 'processor_tdp': 'Not Available', 'memory': '520 KB SRAM', 'onboard_storage': '4 MB SPI Flash', 'input_voltage': '3.0V - 3.6V', 'io_count': 'Not Available', 'wireless': ['Wi-Fi 802.11 b/g/n'], 'operating_system_bsp': ['RTOS', 'FreeRTOS'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': ['RoHS', 'REACH'], 'short_summary': 'ESPWROOMD is an optimized ESP8266-based module with onboard antenna and 4 MB SPI flash.', 'full_summary': 'The ESPWROOMD module integrates the ESP8266 SoC, featuring a Tensilica LX6 processor, 520 KB SRAM, and 4 MB SPI flash. It supports Wi-Fi 802.11 b/g/n and operates within a temperature range of -40°C to 85°C.', 'full_product_description': 'ESPWROOMD is an ESP8266-based module developed by Espressif. It integrates a Tensilica LX6 processor, 520 KB SRAM, and 4 MB SPI flash. The module supports Wi-Fi 802.11 b/g/n and operates within a temperature range of -40°C to 85°C. It is certified for RoHS and REACH compliance.', 'target_applications': ['IoT', 'Smart Home', 'Wearables', 'Industrial Automation']}","{'generate_missing_features': [{'input_tokens': 3865, 'output_tokens': 76, 'time_taken': 2.6309359073638916}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 71.22390604019165}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.3476347923278809}], 'extract_features': [{'input_tokens': 3668, 'output_tokens': 734, 'time_taken': 27.19569206237793}]}",23137
SOM-6898C7Z2-U8A1E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'COM EXPRESS COMPACT MODULE TYPE 6', 'manufacturer': 'ADVANTECH', 'form_factor': 'COM Express Compact Module', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '2-4', 'processor_manufacturer': 'INTEL', 'processor_tdp': '15W', 'memory': 'Dual Channel DDR4, up to 32GB', 'onboard_storage': 'Optional eMMC', 'input_voltage': '12V, 5VSB', 'io_count': ['4x USB 3.0', '8x USB 2.0', '4x SATA', '1x PCIe x16', '7x PCIe x1', '1x LPC', '1x SMBus', '1x I2C', '1x SPI', '8x GPIO'], 'wireless': 'Not Available', 'operating_system_bsp': ['Windows 10', 'Linux'], 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': 'Not Available', 'short_summary': 'Compact module with 6th Gen Intel Core/Celeron processors, dual-channel DDR4 support, and extensive I/O options.', 'full_summary': 'The COM Express Compact Module Type 6 features 6th Gen Intel Core and Celeron processors, integrated PCH-LP, dual-channel DDR4 SODIMM up to 32GB, integrated graphics with HEVC and VP9 hardware transcode, flexible PCI Express lanes, and support for iManager and WISE-PaaS/RMM embedded software APIs.', 'full_product_description': 'The COM Express Compact Module Type 6 is designed for high-performance embedded applications. It supports 6th Gen Intel Core i7/i5/i3 and Celeron processors with integrated PCH-LP, dual-channel DDR4 SODIMM up to 32GB, and Intel HD Graphics. The module offers extensive I/O options including multiple USB, SATA, PCIe, and display interfaces. It is suitable for a wide range of industrial and commercial applications.', 'target_applications': ['Industrial Automation', 'Medical Equipment', 'Digital Signage', 'Gaming', 'Transportation']}","{'generate_missing_features': [{'input_tokens': 4373, 'output_tokens': 48, 'time_taken': 6.827439069747925}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 32.55063486099243}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.9763786792755127}], 'extract_features': [{'input_tokens': 1628, 'output_tokens': 855, 'time_taken': 9.953949928283691}]}",3900
EmNANO-i2300-E3825,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'EMNANOIE', 'manufacturer': 'ARBOR TECHNOLOGY', 'form_factor': 'COM Express Mini', 'evaluation_or_commercialization': True, 'processor_architecture': 'x86', 'processor_core_count': '4C/8T for i7 and i5, 2C/4T for i3', 'processor_manufacturer': 'INTEL', 'processor_tdp': '15W', 'memory': '4GB DDR3L SDRAM', 'onboard_storage': 'NVMe, up to 256GB (Optional)', 'input_voltage': '+12V and +5VSB for ATX, +12V for AT', 'io_count': ['4 x USB ports', '1 x USB port', '1 x Serial Port', '2 x PCIe x1 Gen2 lanes', '1 x SPI', '1 x LPC', '2 x Serial ATA ports'], 'wireless': 'Not Available', 'operating_system_bsp': 'Windows® 10 (64-bit), Linux Ubuntu 20.04.4/Kernel 5.13.0', 'operating_temperature_max': '185°F (85°C) on selected CPU SKU', 'operating_temperature_min': '-40°F (-40°C) on selected CPU SKU', 'certifications': 'CE/FCC Class A', 'short_summary': 'Intel Atom E series processor COM Express Mini Type CPU Module with soldered onboard Intel Atom E series SoC processor.', 'full_summary': 'The EMNANOIE is a COM Express Mini Type CPU Module featuring an Intel Atom E series processor, integrated Gigabit Ethernet, dual independent display support, and extended operating temperature range.', 'full_product_description': 'The EMNANOIE is a COM Express Mini Type CPU Module equipped with an Intel Atom E series SoC processor. It includes 4GB DDR3L SDRAM, multiple USB ports, serial ports, PCIe lanes, and supports dual independent displays. It is designed for extended operating temperatures and various industrial applications.', 'target_applications': 'Industrial applications, embedded systems, evaluation purposes.'}","{'generate_missing_features': [{'input_tokens': 4185, 'output_tokens': 317, 'time_taken': 10.235355854034424}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 19.064197778701782}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.4724738597869873}], 'extract_features': [{'input_tokens': 1087, 'output_tokens': 708, 'time_taken': 7238.058930873871}]}",2003
conga-B7XDslashP-D1508,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'CONGABXD', 'manufacturer': 'CONGATEC', 'form_factor': 'COM Express Basic 125 x 95 mm Type 7 connector 440 pinout', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Up to 16 cores', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Up to 65W', 'memory': 'Dual channel DDR4 2400 MT/s, up to 64GB, ECC support', 'onboard_storage': 'eMMC up to 256 GByte TLC', 'input_voltage': '8.5 V – 20 V Wide Range, Single Supply Power', 'io_count': '2x GbE KR, 32x PCIe Gen3, 4x USB 3.0, 8x USB 2.0, 4x SATA III, LPC, SPI, I2C, 2x UART, SMBus', 'wireless': 'Not Available', 'operating_system_bsp': ['Windows 10', 'Windows Server 2016', 'Windows Server 2012 R2', 'Windows Server 2008 R2 SP1', 'Windows 7', 'RHEL', 'SuSE SLES 12 SP3', 'Fedora', 'Ubuntu', 'CentOS', 'FreeBSD', 'RTS Hypervisor', 'VMware', 'HyperV', 'Xen', 'ESXI'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': 'Not Available', 'short_summary': 'COM Express Type 7 module with Intel Xeon D processors, up to 16 cores, dual channel DDR4, industrial grade variants.', 'full_summary': 'The conga-BXD is a COM Express Type 7 module featuring Intel Xeon D processors with up to 16 cores, dual channel DDR4 memory, and industrial grade variants. It supports a wide range of I/O interfaces including PCIe, USB, SATA, and Ethernet.', 'full_product_description': 'The conga-BXD is a high-performance COM Express Type 7 module designed for server-class applications. It features Intel Xeon D processors with up to 16 cores and a TDP of up to 65W. The module supports dual channel DDR4 memory with ECC support, and offers a wide range of I/O interfaces including 2x GbE KR, 32x PCIe Gen3, 4x USB 3.0, 8x USB 2.0, 4x SATA III, LPC, SPI, I2C, and 2x UART. It is available in both commercial and industrial temperature variants, making it suitable for a variety of demanding applications.', 'target_applications': ['Server-class applications', 'Industrial automation', 'Networking', 'Telecommunications']}","{'generate_missing_features': [{'input_tokens': 4500, 'output_tokens': 118, 'time_taken': 4.955580711364746}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 61.63442373275757}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.9036538600921631}], 'extract_features': [{'input_tokens': 2649, 'output_tokens': 940, 'time_taken': 7241.115520000458}]}",8169
NANO-ADL-P-i5C-R10,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'NANOADLP', 'manufacturer': 'IEI', 'form_factor': 'EPIC SBC', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Quad-core', 'processor_manufacturer': 'Intel', 'processor_tdp': '10W', 'memory': '8GB LPDDR4x 4266MHz', 'onboard_storage': '32 GB eMMC 5.1 (optional)', 'input_voltage': '12V DC', 'io_count': ['2x HDMI', '2x DP', '2x USB 3.2 Gen 2', '4x USB 2.0', '2x SATA 6Gb/s', '2x GbE LAN', '2x RS-232', '2x RS-422/485', '1x Audio', '1x PCIe x4', '1x PCIe x1'], 'wireless': 'WiFi, Bluetooth', 'operating_system_bsp': ['Windows', 'Linux'], 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': ['CE', 'FCC', 'RoHS'], 'short_summary': 'High-performance EPIC SBC with Intel Alder Lake-P processors, supporting multiple I/O interfaces and quad display outputs.', 'full_summary': 'The NANOADLP is an EPIC SBC featuring Intel Alder Lake-P processors, offering high performance and multitasking capabilities. It supports up to 8GB LPDDR4x memory, multiple I/O interfaces including HDMI, DP, USB, SATA, and PCIe, and quad independent display outputs.', 'full_product_description': 'The NANOADLP is a high-performance EPIC SBC designed for industrial applications. It is powered by Intel Alder Lake-P processors and supports up to 8GB LPDDR4x 4266MHz memory. The board features a wide range of I/O interfaces including 2x HDMI, 2x DP, 2x USB 3.2 Gen 2, 4x USB 2.0, 2x SATA 6Gb/s, 2x GbE LAN, 2x RS-232, 2x RS-422/485, 1x Audio, 1x PCIe x4, and 1x PCIe x1. It also supports WiFi and Bluetooth connectivity. The NANOADLP is suitable for applications requiring high performance, multitasking, and multiple display outputs.', 'target_applications': ['Industrial Automation', 'Digital Signage', 'Medical Devices', 'Transportation', 'IoT Gateways']}","{'generate_missing_features': [{'input_tokens': 4711, 'output_tokens': 88, 'time_taken': 3.5933260917663574}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 27.114239931106567}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.882094144821167}], 'extract_features': [{'input_tokens': 1923, 'output_tokens': 896, 'time_taken': 7242.28093290329}]}",4364
81P-0001,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'CONTROL BOARD', 'manufacturer': 'GRAVES ELECTRONICS LLC', 'form_factor': 'PC/104', 'evaluation_or_commercialization': False, 'processor_architecture': 'ARM Cortex A9', 'processor_core_count': '2', 'processor_manufacturer': 'MICROCHIP', 'processor_tdp': 'Not Available', 'memory': '1GB DDR3', 'onboard_storage': 'Not Available', 'input_voltage': '7-24V DC', 'io_count': '8 IO lines, 4 MOSFET outputs', 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'short_summary': 'A versatile control board with RS232/RS485 communication, 8 IO lines, and 4 MOSFET outputs.', 'full_summary': 'The control board bridges the gap between hobbyist maker boards and custom-designed circuit boards. It features a powerful PIC18F45K22 microcontroller from Microchip, RS232/RS485 communication, 8 IO lines, 4 MOSFET outputs, and two expansion module ports for increased functionality.', 'full_product_description': 'The control board is built around the PIC18F45K22 microcontroller from Microchip and offers a host of features expected from an industrial controller board. It includes standard RS232/RS485 communication, 8 IO lines (analog and digital), 4 dedicated MOSFET outputs, and two expansion module ports for additional functionality. The board uses SPI and I2C buses for communication with modules, keeping IO lines free for other uses. It also features pluggable headers for easy wiring and field service.', 'target_applications': ['Industrial control', 'Automation', 'Hobbyist projects']}","{'generate_missing_features': [{'input_tokens': 3698, 'output_tokens': 277, 'time_taken': 9.527134895324707}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 16.908421277999878}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.0775809288024902}], 'extract_features': [{'input_tokens': 3931, 'output_tokens': 720, 'time_taken': 7239.828543186188}]}",16261
ESRP-CMS-U2271V2,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'ESRP-CMSU-V', 'manufacturer': 'ADVANTECH', 'form_factor': 'Pocket-Size', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 2, 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Typical: 10W, Max: 20W', 'memory': '4GB DDR4 2400MHz onboard', 'onboard_storage': 'mSATA', 'input_voltage': '12VDC', 'io_count': ['2x RJ45 LAN Ports', '4x USB 3.1 Gen 1 Ports', '1x HDMI'], 'wireless': 'Wi-Fi 802.11 a/b/g/n/ac, 2T2R, BT4.2', 'operating_system_bsp': 'ThinManager', 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': ['CE', 'FCC', 'UL', 'CCC', 'BSMI', 'RoHS'], 'short_summary': 'Advantech ESRP-CMSU-V is a ThinManager Ready, pocket-size edge IoT thin client with Intel Celeron N processor.', 'full_summary': 'The Advantech ESRP-CMSU-V is a compact, robust, fanless, and cable-free system designed for industrial applications. It features an Intel Celeron N processor, 4GB DDR4 memory, and mSATA storage. It is ThinManager Ready and supports various mounting options.', 'full_product_description': 'Advantech ESRP-CMSU-V ThinManager Ready Pocket-Size Edge IoT Thin Client is designed for industrial applications. It integrates ThinManager software for distributed applications, allowing multiple thin clients to display content delivered from a remote ThinManager server. The system features an Intel Celeron N dual-core processor, 4GB DDR4 memory, mSATA storage, and various I/O interfaces including 2x RJ45 LAN ports, 4x USB 3.1 Gen 1 ports, and 1x HDMI. It supports multiple mounting options including stand, wall, VESA, and DIN rail.', 'target_applications': ['Industrial Automation', 'IoT Edge Computing', 'Remote Monitoring']}","{'generate_missing_features': [{'input_tokens': 3628, 'output_tokens': 82, 'time_taken': 2.631377935409546}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 12.310740947723389}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.46695876121520996}], 'extract_features': [{'input_tokens': 1036, 'output_tokens': 830, 'time_taken': 7239.389410018921}]}",2122
SCMD30XP2,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'STRATO PI CM DUO', 'manufacturer': 'SFERA LABS', 'form_factor': 'DIN RAIL CASE', 'evaluation_or_commercialization': False, 'processor_architecture': 'ARM', 'processor_core_count': 'Quad-core', 'processor_manufacturer': 'ARM', 'processor_tdp': 'Not Available', 'memory': 'Up to 8GB RAM', 'onboard_storage': '8GB, 16GB, 32GB EMMC', 'input_voltage': '9-28 VDC', 'io_count': ['ETHERNET PORT', 'TWO USB TYPE-A PORTS', 'RS-232 INTERFACE', 'DUAL MICROSD CARD SLOTS'], 'wireless': 'Not Available', 'operating_system_bsp': 'RASPBIAN', 'operating_temperature_max': '70°C', 'operating_temperature_min': '-20°C', 'certifications': ['CE', 'FCC', 'RCM', 'EN 61000-6-2', 'EN 61000-6-3'], 'short_summary': 'Compact industrial server based on Raspberry Pi Compute Module, suitable for professional applications.', 'full_summary': 'Strato Pi CM Duo is a powerful, compact industrial server based on the Raspberry Pi Compute Module, designed for professional and industrial applications where reliability and service continuity are key requirements. It is housed in a compact DIN rail case and available in several versions with different eMMC storage capacities.', 'full_product_description': 'Strato Pi CM Duo is a robust industrial server featuring the Raspberry Pi Compute Module. It supports various versions of the Compute Module, including those with 8GB, 16GB, and 32GB eMMC storage. The device includes a 9-28 VDC power supply with surge and reverse polarity protection, a real-time clock with a replaceable lithium battery, an RS-232 interface, Ethernet port, two USB Type-A ports, and dual microSD card slots. It is designed for DIN rail mounting and meets multiple international certifications.', 'target_applications': ['INDUSTRIAL AUTOMATION', 'PROFESSIONAL APPLICATIONS', 'RELIABILITY-CRITICAL SYSTEMS']}","{'generate_missing_features': [{'input_tokens': 3307, 'output_tokens': 128, 'time_taken': 3.9796502590179443}], 'search_missing_features': [{'input_tokens': 185, 'output_tokens': 0, 'time_taken': 389.34670901298523}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.8715457916259766}], 'extract_features': [{'input_tokens': 3746, 'output_tokens': 792, 'time_taken': 10.757036209106445}]}",32061
LEC-iMX8MP-Q-N-2G-32G-BW-CT,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'LECIMXMP SMARC SHORT SIZE MODULE', 'manufacturer': 'ADLINK TECHNOLOGY INC', 'form_factor': 'SMARC SHORT SIZE MODULE', 'evaluation_or_commercialization': False, 'processor_architecture': 'ARM', 'processor_core_count': '4', 'processor_manufacturer': 'NXP', 'processor_tdp': 'Not Available', 'memory': '4GB LPDDR4', 'onboard_storage': '64GB eMMC', 'input_voltage': '5V DC', 'io_count': ['USB 3.0', 'USB 2.0', 'Dual GbE', 'CAN', 'HDMI', 'LVDS', 'DSI', 'MIPI-CSI', 'PCIe', 'UART', 'SPI', 'I2C', 'GPIO'], 'wireless': ['Wi-Fi IEEE 802.11ac', 'Bluetooth 5.0'], 'operating_system_bsp': ['Yocto Linux BSP', 'Android', 'VxWorks'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': ['IEC 60068-2-27', 'IEC 60068-2-64', 'MIL-STD-810F'], 'short_summary': 'LECIMXMP SMARC Short Size Module with NXP i.MX 8M Plus Quad-core ARM Cortex-A53, 4GB LPDDR4, 64GB eMMC, and extensive I/O options.', 'full_summary': 'The LECIMXMP SMARC Short Size Module features the NXP i.MX 8M Plus Quad-core ARM Cortex-A53 processor, 4GB LPDDR4 memory, and 64GB eMMC storage. It supports a wide range of I/O interfaces including USB, Dual GbE, CAN, HDMI, LVDS, DSI, MIPI-CSI, PCIe, UART, SPI, I2C, and GPIO. The module is designed for rugged environments with an operating temperature range of -40°C to 85°C and compliance with IEC and MIL-STD certifications.', 'full_product_description': 'The LECIMXMP SMARC Short Size Module is powered by the NXP i.MX 8M Plus Quad-core ARM Cortex-A53 processor, featuring 4GB of LPDDR4 memory and 64GB of eMMC storage. It offers a comprehensive set of I/O interfaces including USB 3.0, USB 2.0, Dual GbE ports, CAN bus, HDMI, LVDS, DSI, MIPI-CSI, PCIe, UART, SPI, I2C, and GPIO. The module supports wireless communication with Wi-Fi IEEE 802.11ac and Bluetooth 5.0. It is compatible with Yocto Linux BSP, Android, and VxWorks operating systems. Designed for industrial applications, it operates in temperatures ranging from -40°C to 85°C and meets IEC 60068-2-27, IEC 60068-2-64, and MIL-STD-810F standards.', 'target_applications': ['Industrial Automation', 'IoT Gateways', 'Smart Cities', 'Healthcare Devices', 'Multimedia Applications']}","{'generate_missing_features': [{'input_tokens': 4018, 'output_tokens': 26, 'time_taken': 3.5377719402313232}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 29.929399013519287}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.5738399028778076}], 'extract_features': [{'input_tokens': 2167, 'output_tokens': 1071, 'time_taken': 10.5621337890625}]}",5653
