id,config,extracted_data,usage_data,raw_data_length
ASMB-975-00A1,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'ASMB', 'manufacturer': 'ADVANTECH', 'form_factor': 'Proprietary 305 x 330 mm', 'evaluation_or_commercialization': 'False', 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'INTEL', 'processor_tdp': '205W', 'memory': 'DDR4 ECC REG 2666 MHz, up to 768GB LRDIMM', 'onboard_storage': 'Not Available', 'input_voltage': '12V, 5V, 3.3V, 5Vsb', 'io_count': ['4x PCIe x16 slots', '2x USB 3.0 ports', '2x USB 2.0 ports', '1x VGA port', '2x RJ45 LAN ports'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': '40°C', 'operating_temperature_min': '0°C', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'Proprietary server board with dual Intel Xeon Scalable processors, DDR4 ECC REG memory, and multiple PCIe slots.', 'full_summary': 'The ASMB server board by Advantech features dual Intel Xeon Scalable processors, support for DDR4 ECC REG memory up to 768GB, multiple PCIe slots, and dual GbE LAN ports. It is designed for high-performance computing applications.', 'full_product_description': ""Advantech's ASMB server board is a proprietary form factor board supporting dual Intel Xeon Scalable processors. It includes 12 DIMM slots for DDR4 ECC REG memory, supporting up to 768GB with LRDIMMs. The board features multiple PCIe x16 slots, dual GbE LAN ports, and various I/O connectors including USB and VGA. It is designed for high-performance and reliability in server applications."", 'target_applications': ['High-performance computing', 'Data centers', 'Enterprise servers']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.141794204711914}], 'search_missing_features': [{'input_tokens': 229, 'output_tokens': 0, 'time_taken': 24.525986194610596}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.1920928955078125e-06}], 'extract_features': [{'input_tokens': 1902, 'output_tokens': 851, 'time_taken': 23.324259042739868}]}",4503
DS-081GB-U2A1E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'DS ULTRASLIM FANLESS DIGITAL SIGNAGE PLAYER', 'manufacturer': 'ADVANTECH', 'form_factor': 'ULTRASLIM', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '2', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Not Available', 'memory': 'DDR3 1600MHz, Max Capacity 16GB', 'onboard_storage': 'SATA III HDD/SSD, mSATA', 'input_voltage': '12V DC', 'io_count': ['Audio SPDIF/Lineout', 'Mic-in support Jack Sense', 'LAN RJ45', 'HDMI x2', 'USB x4', 'Serial Port x2 RS232', 'MiniPCIe Internal Full-size', 'PSW x1', 'Power on/off button', 'LED Indicators x2 (Power, HDD Access)'], 'wireless': 'Optional Wi-Fi, HSDPA', 'operating_system_bsp': ['Windows Embedded', 'Linux'], 'operating_temperature_max': '50°C', 'operating_temperature_min': '0°C', 'certifications': ['EMC CE/FCC Class B', 'CCC', 'BSMI', 'Safety UL/CB/CCC/BSMI'], 'price': '$560.00', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'DS Ultraslim Fanless Digital Signage Player with Intel Core and Celeron processors, dual HDMI output, fanless design, and highly expandable via MiniPCIe.', 'full_summary': ""The DS Ultraslim Fanless Digital Signage Player is the world's slimmest digital signage player powered by 6th and 7th Generation Intel Core and Intel Celeron Mobile-U processors. It features dual HDMI display output with 4K UHD resolution, fanless and cableless design for easy maintenance, and is highly expandable via internal MiniPCIe interface. It supports Windows Embedded OS and Linux, and comes with Advantech WISE-PaaS/SignageCMS for web-based content management."", 'full_product_description': 'The DS Ultraslim Fanless Digital Signage Player measures just 19mm thick and is powered by 6th and 7th Generation Intel Core and Intel Celeron Mobile-U processors. It is equipped with dual HDMI display outputs capable of achieving 4K UHD resolution, delivering a premium visual experience where graphics performance really matters. The fanless and cableless design ensures easy maintenance, and the player is highly expandable via an internal MiniPCIe interface. It supports Windows Embedded OS and Linux, and includes Advantech WISE-PaaS/SignageCMS for web-based content management. The player also features a variety of I/O interfaces including audio SPDIF/Lineout, Mic-in support Jack Sense, LAN RJ45, HDMI x2, USB x4, Serial Port x2 RS232, MiniPCIe Internal Full-size, PSW x1, Power on/off button, and LED Indicators x2 (Power, HDD Access).', 'target_applications': ['Digital Signage', 'Retail', 'Hospitality', 'Transportation']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.7766640186309814}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 10.491251945495605}], 'generate_missing_features': [{'input_tokens': 3830, 'output_tokens': 102, 'time_taken': 4.945724725723267}], 'extract_features': [{'input_tokens': 1450, 'output_tokens': 1102, 'time_taken': 36.953829288482666}]}",3380
D:\mouser\mouser_devkit\ESP32-C3-DevKitM-1U,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'ESPCDEVKITM', 'manufacturer': 'ESPRESSIF', 'form_factor': 'Not Available', 'evaluation_or_commercialization': True, 'processor_architecture': 'Not Available', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'Not Available', 'processor_tdp': 'Not Available', 'memory': 'Not Available', 'onboard_storage': 'Not Available', 'input_voltage': '5V via MicroUSB or 5V via pin headers', 'io_count': 'Multiple GPIO, ADC, FSPI', 'wireless': 'Wi-Fi, Bluetooth LE', 'operating_system_bsp': 'ESPIDF', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'Entry-level development board based on ESPCMINI module with Wi-Fi and Bluetooth LE.', 'full_summary': 'The ESPCDevKitM is an entry-level development board based on the ESPCMINI module. It integrates complete Wi-Fi and Bluetooth LE functionalities. Most IO pins of the ESPCMINI module are broken out to pin headers on both sides of the board for easy interfacing.', 'full_product_description': 'The ESPCDevKitM is an entry-level development board based on the ESPCMINI module. It integrates complete Wi-Fi and Bluetooth LE functionalities. Most IO pins of the ESPCMINI module are broken out to pin headers on both sides of the board for easy interfacing. Developers can connect peripherals with jumper wires or mount the ESPCDevKitM on a breadboard. The board includes a MicroUSB port for power supply and communication, an RGB LED, and a USB-UART bridge chip for high-speed data transfer.', 'target_applications': ['IoT Development', 'Prototyping', 'Embedded Systems']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.7758121490478516}], 'search_missing_features': [{'input_tokens': 276, 'output_tokens': 0, 'time_taken': 56.233720779418945}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.9073486328125e-06}], 'extract_features': [{'input_tokens': 1659, 'output_tokens': 796, 'time_taken': 12.217144012451172}]}",4173
TREK-572-LWB7B0E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'TREK', 'manufacturer': 'ADVANTECH', 'form_factor': 'Compact In-Vehicle Computing Box', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '1', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Not Available', 'memory': '4 GB DDR3L SODIMM 1600 MHz non-ECC', 'onboard_storage': '64 GB mSATA', 'input_voltage': '12-24 VDC', 'io_count': ['2 x CAN bus', '1 x RS-232', '2 x USB 2.0 Type A', '1 x Giga LAN', '1 x Line-Out', '1 x Mic-In', '1 x Reset button'], 'wireless': ['WLAN IEEE 802.11 a/b/g/n', 'Bluetooth V4.0', 'WWAN 3G/LTE'], 'operating_system_bsp': ['Windows Embedded Standard 7', 'Windows Embedded Standard 8', 'Windows 10 IoT LTSB', 'Linux Ubuntu 14.04 LTS 64-bit', 'Intel IDP 3.1 (Moon Island)'], 'operating_temperature_max': '70°C', 'operating_temperature_min': '-30°C', 'certifications': ['MIL-STD-810G', 'SAE J1455', 'ISO 7637-2', 'CE', 'FCC Class B', 'UL/cUL', 'CB'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'TREK is a compact, economical in-vehicle computing box powered by Intel Atom E3815 SOC, designed for fleet management applications with wide operating temperature and MIL-STD-810G certification.', 'full_summary': ""TREK is a compact, economical in-vehicle computing box powered by Intel Atom E3815 SOC. It pairs with TREK in-vehicle smart displays via a single-cable connection and is aimed at fleet management applications. TREK's wide operating temperature range and MIL-STD-810G certification for shock and vibration resistance enable it to withstand harsh environments. It includes intelligent vehicle power management (VPM) chip for transient voltage protection and supports various IO interfaces including dual CAN bus ports."", 'full_product_description': ""TREK is a compact, economical in-vehicle computing box powered by Intel Atom E3815 SOC. It pairs with TREK in-vehicle smart displays via a single-cable connection and is aimed at fleet management applications. TREK's wide operating temperature range and MIL-STD-810G certification for shock and vibration resistance enable it to withstand harsh environments. The inclusion of an intelligent vehicle power management (VPM) chip protects against transient voltage and supports programmable functions such as ignition on/off delay and low battery monitoring. TREK also features various IO interfaces for integrating CAN bus devices and peripherals, including a tire pressure monitoring system. The dual CAN bus ports support diverse protocols (J1939, OBDII/ISO15765) to facilitate vehicle diagnostics and driver behavior management. Built-in wireless communication technologies (WLAN, WWAN, Bluetooth) enable vehicle tracking and real-time data transmissions to a centralized control center."", 'target_applications': ['Fleet Management', 'Vehicle Diagnostics', 'Driver Behavior Management', 'Vehicle Tracking', 'Real-time Data Transmission']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.835526943206787}], 'search_missing_features': [{'input_tokens': 165, 'output_tokens': 0, 'time_taken': 41.05345106124878}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 9.5367431640625e-07}], 'extract_features': [{'input_tokens': 1665, 'output_tokens': 1156, 'time_taken': 18.117922067642212}]}",4556
IMBA-Q370-R10,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'IMBA-Q470', 'manufacturer': 'IEI', 'form_factor': 'ATX', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'Intel', 'processor_tdp': '125W', 'memory': 'Four 288-pin 2933 MHz Dual-Channel DDR4 SDRAM Unbuffered DIMMs supported up to 128GB', 'onboard_storage': 'Not Available', 'input_voltage': 'ATX/AT power supply', 'io_count': ['6 x USB 3.2 Gen 1 (5Gb/s)', '6 x RS-232', '2 x USB 3.2 Gen 2 (10Gb/s)', '1 x PS/2 KB/MS', '1 x DisplayPort', '1 x VGA', '1 x HDMI', '2 x LAN', '1 x Audio Jack (Line-in, Line-out, Mic-in)'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': ['CE', 'FCC'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'Industrial ATX motherboard supporting 10th Generation Intel Core i3/i5/i7, Pentium, and Celeron processors with dual GbE LAN, multiple USB ports, and triple independent displays.', 'full_summary': 'The IMBA-Q470 is an industrial ATX motherboard designed for high performance and reliability. It supports 10th Generation Intel Core i3/i5/i7, Pentium, and Celeron processors, and features dual GbE LAN, multiple USB ports, and triple independent displays. It is ideal for a wide range of industrial applications.', 'full_product_description': 'The IMBA-Q470 is an industrial ATX motherboard that supports 10th Generation Intel Core i3/i5/i7, Pentium, and Celeron processors. It features four 288-pin 2933 MHz Dual-Channel DDR4 SDRAM Unbuffered DIMMs supporting up to 128GB, dual GbE LAN, multiple USB ports, and triple independent displays (VGA, DisplayPort, HDMI). The motherboard also includes various I/O interfaces such as RS-232, PS/2 KB/MS, and audio jacks. It is CE and FCC compliant, making it suitable for a wide range of industrial applications.', 'target_applications': ['Industrial Automation', 'Digital Signage', 'Medical Equipment', 'Kiosk Systems']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 1.713378667831421}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 330.7774980068207}], 'generate_missing_features': [{'input_tokens': 4321, 'output_tokens': 198, 'time_taken': 7.487278938293457}], 'extract_features': [{'input_tokens': 1495, 'output_tokens': 981, 'time_taken': 19.246372938156128}]}",3144
ESP8266-DEVKITC-02U-F,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'ESPWROOMD', 'manufacturer': 'ESPRESSIF', 'form_factor': 'Not Available', 'evaluation_or_commercialization': False, 'processor_architecture': 'TENSILICA L106 32-BIT RISC', 'processor_core_count': '1', 'processor_manufacturer': 'ESPRESSIF', 'processor_tdp': 'Not Available', 'memory': '160 KB SRAM', 'onboard_storage': '4 MB SPI FLASH', 'input_voltage': '3.0V - 3.6V', 'io_count': 'Not Available', 'wireless': ['Wi-Fi 802.11 b/g/n'], 'operating_system_bsp': ['RTOS', 'ESP-AT'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': ['RoHS', 'REACH'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'ESPWROOMD is a Wi-Fi module with a Tensilica L106 32-bit RISC processor, 160 KB SRAM, and 4 MB SPI flash.', 'full_summary': 'ESPWROOMD is a high-performance Wi-Fi module developed by Espressif. It integrates a Tensilica L106 32-bit RISC processor, 160 KB SRAM, and 4 MB SPI flash. The module supports Wi-Fi 802.11 b/g/n protocols and operates within a voltage range of 3.0V to 3.6V. It is designed for commercial use and complies with RoHS and REACH certifications.', 'full_product_description': 'The ESPWROOMD module by Espressif is designed for high-performance Wi-Fi applications. It features a Tensilica L106 32-bit RISC processor with a maximum clock speed of 160 MHz, 160 KB of SRAM, and 4 MB of SPI flash. The module supports various Wi-Fi protocols (802.11 b/g/n) and operates at a voltage range of 3.0V to 3.6V. It is capable of operating in temperatures ranging from -40°C to 85°C. The ESPWROOMD is compliant with RoHS and REACH certifications, making it suitable for a wide range of commercial applications.', 'target_applications': ['IoT', 'Smart Home', 'Wearables', 'Industrial Automation']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 3.139256000518799}], 'search_missing_features': [{'input_tokens': 170, 'output_tokens': 0, 'time_taken': 31.76150393486023}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 9.5367431640625e-07}], 'extract_features': [{'input_tokens': 3714, 'output_tokens': 906, 'time_taken': 17.81689429283142}]}",23137
SOM-6898C7Z2-U8A1E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'COM EXPRESS COMPACT MODULE', 'manufacturer': 'ADVANTECH', 'form_factor': 'COM Express Compact Module', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '2', 'processor_manufacturer': 'INTEL', 'processor_tdp': '15W', 'memory': 'Dual Channel DDR4 SODIMM, up to 32GB', 'onboard_storage': 'Optional eMMC', 'input_voltage': '12V, 5VSB, 5V, 3.3V', 'io_count': ['4x USB 3.0', '8x USB 2.0', '4x SATA', '1x PCIe x16', '7x PCIe x1', '1x LPC', '1x SMBus', '1x I2C', '1x SPI', '1x GPIO'], 'wireless': 'Not Available', 'operating_system_bsp': ['Windows 10', 'Linux'], 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'COM Express Compact Module with 8th Gen Intel Core/Celeron Processors, supporting dual channel DDR4 SODIMM up to 32GB, integrated graphics, and flexible PCI Express lanes.', 'full_summary': 'The COM Express Compact Module features 8th Gen Intel Core/Celeron Processors with integrated PCH-LP, dual channel DDR4 SODIMM up to 32GB, integrated graphics supporting HEVC, VP9, VP8 HW transcode, flexible PCI Express lanes, and support for iManager, WISE-PaaS/RMM, and embedded software APIs.', 'full_product_description': 'The COM Express Compact Module is designed for high-performance embedded applications. It features 8th Gen Intel Core/Celeron Processors with integrated PCH-LP, dual channel DDR4 SODIMM up to 32GB, and integrated graphics supporting HEVC, VP9, VP8 HW transcode. The module offers flexible PCI Express lanes, support for iManager, WISE-PaaS/RMM, and embedded software APIs. It includes multiple I/O interfaces such as USB 3.0, USB 2.0, SATA, PCIe, LPC, SMBus, I2C, SPI, and GPIO. The module supports various display outputs including VGA, LVDS, eDP, HDMI, DVI, and DisplayPort. It is suitable for a wide range of industrial applications with an operating temperature range of 0°C to 60°C.', 'target_applications': ['Industrial Automation', 'Medical Devices', 'Transportation', 'Digital Signage', 'Gaming']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.7596778869628906}], 'search_missing_features': [{'input_tokens': 192, 'output_tokens': 0, 'time_taken': 49.264039278030396}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 9.5367431640625e-07}], 'extract_features': [{'input_tokens': 1674, 'output_tokens': 1030, 'time_taken': 20.18807601928711}]}",3900
EmNANO-i2300-E3825,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'EMNANOIE', 'manufacturer': 'ARBOR TECHNOLOGY', 'form_factor': 'COM Express Mini', 'evaluation_or_commercialization': True, 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Not Available', 'memory': '4GB DDR3L SDRAM', 'onboard_storage': 'Not Available', 'input_voltage': 'Not Available', 'io_count': ['4 x USB ports', '1 x USB port', '1 x Serial port', '2 x PCIe x1 Gen2 lanes', '2 x Serial ATA ports'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'Intel Atom E series processor COM Express Mini Type CPU Module with soldered onboard Intel Atom E series SoC processor and integrated Gigabit Ethernet.', 'full_summary': 'The EMNANOIE is a COM Express Mini Type CPU Module featuring an Intel Atom E series processor, soldered onboard 4GB DDR3L SDRAM, integrated Gigabit Ethernet, and support for dual independent displays.', 'full_product_description': 'The EMNANOIE is a COM Express Mini Type CPU Module with an Intel Atom E series processor, soldered onboard 4GB DDR3L SDRAM, integrated Gigabit Ethernet, and support for dual independent displays. It includes multiple I/O interfaces such as USB ports, serial ports, PCIe lanes, and SATA ports. The module is designed for evaluation purposes and supports extended operating temperatures.', 'target_applications': 'Not Available'}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 0.850848913192749}], 'search_missing_features': [{'input_tokens': 337, 'output_tokens': 0, 'time_taken': 48.25147485733032}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 9.5367431640625e-07}], 'extract_features': [{'input_tokens': 1133, 'output_tokens': 786, 'time_taken': 13.611792087554932}]}",2003
conga-B7XDslashP-D1508,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'CONGABXD', 'manufacturer': 'CONGATEC', 'form_factor': 'COM Express Basic 125 x 95 mm Type 7 connector 440 pinout', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Varies (2 to 16 cores)', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Varies (25W to 65W)', 'memory': 'Dual channel DDR4 2400 MT/s, up to 64GB, optionally ECC support', 'onboard_storage': 'Not Available', 'input_voltage': 'Not Available', 'io_count': '2x GbE KR interface, 32x PCIe Gen3 lanes, 4x USB 3.0, 4x USB 2.0, 2x SATA III 6Gb/s, LPC, SPI, I2C, SMBus, UART', 'wireless': 'Not Available', 'operating_system_bsp': ['Windows 10 64-bit', 'Windows Server 2012 R2', 'Windows Server 2016', 'Windows Server 2019', 'Windows 7 64-bit', 'RHEL', 'SuSE SLES 12 SP3', 'Fedora', 'Ubuntu', 'CentOS', 'FreeBSD', 'RTS Hypervisor', 'VMware', 'HyperV', 'Xen', 'ESXI'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'The conga-BXD is a COM Express Type 7 module featuring Intel Xeon D processors, offering server-class features with industrial-grade variants.', 'full_summary': 'The conga-BXD COM Express Type 7 module is equipped with Intel Xeon D processors, providing up to 16 cores, dual-channel DDR4 memory support, and extensive I/O interfaces including PCIe Gen3, USB 3.0, and SATA III. It is designed for both commercial and industrial applications, supporting a wide range of operating systems.', 'full_product_description': 'The conga-BXD is a high-performance COM Express Type 7 module featuring Intel Xeon D processors with up to 16 cores and 24MB cache. It supports dual-channel DDR4 memory up to 64GB with ECC option, and offers extensive I/O interfaces including 32 PCIe Gen3 lanes, 4 USB 3.0 ports, 4 USB 2.0 ports, 2 SATA III 6Gb/s ports, LPC, SPI, I2C, SMBus, and UART. The module is available in both commercial and industrial temperature variants, making it suitable for a wide range of applications including server-class features like RAS, QoS, virtualization, security, and manageability.', 'target_applications': ['Industrial Automation', 'Server Applications', 'Networking', 'Telecommunications', 'Embedded Systems']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.406215190887451}], 'search_missing_features': [{'input_tokens': 236, 'output_tokens': 0, 'time_taken': 12.988561153411865}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 9.5367431640625e-07}], 'extract_features': [{'input_tokens': 2695, 'output_tokens': 1047, 'time_taken': 20.642252922058105}]}",8169
NANO-ADL-P-i5C-R10,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'NANOADLP', 'manufacturer': 'IEI', 'form_factor': 'EPIC SBC', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'Intel', 'processor_tdp': 'Not Available', 'memory': '8GB LPDDR4x 4266MHz', 'onboard_storage': 'Not Available', 'input_voltage': '12V DC', 'io_count': ['2x HDMI', '2x DP', '2x USB 3.2 Gen 2', '4x USB 2.0', '2x SATA 6Gb/s', '2x RS-232', '2x RS-422/485', '2x GbE LAN', '1x PCIe x16', '1x PCIe x4', '1x M.2 A Key', '1x M.2 B Key'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': ['CE', 'FCC'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'NANOADLP is an EPIC SBC supporting Intel Alder Lake-P processors with 8GB LPDDR4x memory, multiple I/O interfaces, and quad display support.', 'full_summary': 'The NANOADLP is an EPIC SBC that supports Intel Alder Lake-P processors, including Celeron and Core i3/i5/i7 variants. It features 8GB of LPDDR4x 4266MHz memory, dual HDMI, dual DP, multiple USB ports, SATA interfaces, and PCIe expansion slots. It is designed for high-performance multitasking and supports quad independent displays.', 'full_product_description': ""The NANOADLP is an industrial-grade EPIC SBC designed by IEI, featuring Intel's 12th Gen Alder Lake-P processors. It comes with 8GB of LPDDR4x 4266MHz onboard memory and supports a variety of I/O interfaces including dual HDMI, dual DP, multiple USB ports, SATA interfaces, and PCIe expansion slots. The board supports quad independent displays and is suitable for high-performance multitasking applications. It also includes support for Intel IV GbE network controllers, making it ideal for network-intensive applications."", 'target_applications': ['Industrial Automation', 'Digital Signage', 'Network Appliances', 'Embedded Systems']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.3946549892425537}], 'search_missing_features': [{'input_tokens': 210, 'output_tokens': 0, 'time_taken': 29.966559886932373}], 'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 3.0994415283203125e-06}], 'extract_features': [{'input_tokens': 1969, 'output_tokens': 965, 'time_taken': 20.64167618751526}]}",4364
81P-0001,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'CONTROL BOARD', 'manufacturer': 'GRAVES ELECTRONICS LLC', 'form_factor': 'Small form-factor', 'evaluation_or_commercialization': 'False', 'processor_architecture': 'ARM', 'processor_core_count': 'Dual-core', 'processor_manufacturer': 'MICROCHIP', 'processor_tdp': 'Not Available', 'memory': 'Not Available', 'onboard_storage': 'Not Available', 'input_voltage': '7-24V DC', 'io_count': '8 IO channels, 4 MOSFET outputs, RS232, RS485, SPI, I2C', 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'A versatile control board with multiple IO channels and communication interfaces, built around a Microchip PIC microcontroller.', 'full_summary': 'The control board is a unique platform that bridges the gap between hobbyist maker boards and custom-designed circuit boards. It is built around the powerful PIC microcontroller chip from Microchip and offers a host of features expected from an industrial controller board, including RS232, RS485, SPI, I2C, and multiple IO channels.', 'full_product_description': 'The control board is designed for industrial applications and offers features such as RS232 and RS485 communication, eight IO lines, analog and digital inputs, digital outputs, and four dedicated MOSFET outputs. It includes two expansion module ports for additional functionality and uses SPI and I2C buses for communication. The board is equipped with pluggable headers for easy wiring and field service. It supports a wide input voltage range of 7-24V DC and is built around the Microchip PIC microcontroller.', 'target_applications': ['Industrial control', 'Automation', 'Embedded systems', 'Custom electronics']}","{'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.4051408767700195}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 9.571402072906494}], 'generate_missing_features': [{'input_tokens': 4169, 'output_tokens': 344, 'time_taken': 5.746050834655762}], 'extract_features': [{'input_tokens': 3977, 'output_tokens': 803, 'time_taken': 20.644055128097534}]}",16261
